Gen AI Workload Security Assessment - Sample File,,,,,
,,,,,
Recommendations for your Gen AI workload,,,,,
Your overall results,Critical,'0/100',,,
GenAI Security: Architecture,Critical,'0/100',,,
GenAI Security: Risk Management and Compliance,Critical,'0/100',,,
GenAI Security: Agents Security,Critical,'0/100',,,
,,,,,
,,,,,
,https://learn.microsoft.com,,,,
,,,,,
Category,Link-Text,Link,Priority,ReportingCategory,ReportingSubcategory,Weight,Context,CompleteY/N,Note
GenAI Security: Architecture,Add a data cleaning step to remove sensitive or private information from training datasets.,https://learn.microsoft.com/azure/ai-services/language-service/personally-identifiable-information/how-to/redact-text-pii,High,SA:02,,100,,N,
GenAI Security: Architecture,Store training data in encrypted Azure Storage and limit access via roles and Managed Identities.,https://learn.microsoft.com/azure/machine-learning/how-to-administrate-data-authentication#identity-based-data-authentication,High,SA:02,,100,,N,
GenAI Security: Architecture,"Use centralized data governance tools, such as Microsoft Purview, to classify data, monitor usage, and enforce data-handling policies consistently across all AI applications.",https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/platform/security#secure-ai-data,High,SA:02,,100,,N,
GenAI Security: Architecture,Isolate datasets for each AI workload using separate storage or data environments and enforce access controls to prevent unintended cross-application data access.,https://learn.microsoft.com/cloud-adoption-framework/scenarios/ai/platform/security#secure-ai-data,High,SA:02,,100,,N,
GenAI Security: Architecture,Verify all AI assets through Azure Machine Learning registries and Microsoft Purview to ensure trusted origin and safe deployment.,https://learn.microsoft.com/azure/machine-learning/concept-enterprise-security,High,SA:04,,100,,N,
GenAI Security: Architecture,"Use Defender for DevOps to scan workload libraries for vulnerabilities and ensure all frameworks and packages come from verified, trusted sources.",https://learn.microsoft.com/azure/defender-for-cloud/defender-for-devops-introduction,High,SA:04,,100,,N,
GenAI Security: Architecture,"Maintain and periodically refine threat identification as architecture, data, or model versions evolve.",https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/secure#detect-ai-security-threats,High,SA:04,,100,,N,
GenAI Security: Architecture,"Enable Azure Storage Encryption, Key Vault–managed keys, and enforce TLS 1.2+ across all AI data paths.",https://learn.microsoft.com/azure/ai-foundry/openai/encrypt-data-at-rest,High,SA:02,,100,,N,
GenAI Security: Architecture,Use an approval process to make sure only authorized datasets are used for training.,https://learn.microsoft.com/azure/well-architected/service-guides/azure-machine-learning#security,High,SA:02,,90,,N,
GenAI Security: Architecture,Use Microsoft Purview data classification and Defender for AI to automatically detect and protect sensitive information.,https://learn.microsoft.com/purview/sensitivity-labels,High,SA:01,,90,,N,
GenAI Security: Architecture,"Use Microsoft Purview to classify, label, and govern AI data assets before they are used in model training or fine-tuning.",https://learn.microsoft.com/purview/sensitivity-labels,High,SA:02,,90,,N,
GenAI Security: Architecture,Integrate Azure AI Content Safety into inference pipelines to filter sensitive or harmful outputs.,https://learn.microsoft.com/azure/ai-services/content-safety/overview,High,SA:02,,90,,N,
GenAI Security: Architecture,Add checks that compare important AI-generated information against reliable sources to prevent incorrect or misleading outputs from being used.,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/risk-safety-evaluators,High,SA:01,,90,,N,
GenAI Security: Architecture,"Enable Defender for DevOps to continuously scan AI pipelines, images, and infrastructure for security and compliance issues.",https://learn.microsoft.com/azure/defender-for-cloud/ci-cd-pipeline-scanning-with-defender-cli,High,SA:04,,90,,N,
GenAI Security: Architecture,Enable logging and monitoring for all training data access and review unusual activity.,https://learn.microsoft.com/azure/machine-learning/concept-model-monitoring,High,SA:02,,90,,N,
GenAI Security: Architecture,"Define and enforce CPU, memory, storage, and runtime limits for execution environments to prevent resource abuse and service disruption.",https://learn.microsoft.com/azure/aks/developer-best-practices-resource-management#define-pod-resource-requests-and-limits,High,SA:01,,90,,N,
GenAI Security: Architecture,"Perform adversarial testing, DLP validation, and AI red-team exercises to identify weaknesses before they are exploited.",https://learn.microsoft.com/azure/machine-learning/concept-enterprise-security#scan-for-vulnerabilities,High,SA:04,,90,,N,
GenAI Security: Architecture,Use MITRE ATLAS and OWASP AI risk guidance to systematically assess risks across all AI components and integrations.,https://atlas.mitre.org/,High,SA:04,,90,,N,
GenAI Security: Architecture,"Use data lineage tracking tools, such as Microsoft Purview, to record where data comes from, how it is processed, and who owns it, so only trusted and approved data sources are used.",https://learn.microsoft.com/purview/ai-azure-foundry,High,SA:02,,90,,N,
GenAI Security: Architecture,"Approve and validate all AI plugins, APIs, and connectors before use, and apply Managed Identities and OAuth scopes for least-privilege operation.",https://learn.microsoft.com/azure/ai-foundry/openai/how-to/managed-identity,High,SA:04,,90,,N,
GenAI Security: Architecture,"Apply role-based data access controls so users and AI components can only access data required for their responsibilities, and review permissions regularly to prevent privilege creep.",https://learn.microsoft.com/cloud-adoption-framework/scenarios/ai/platform/security#secure-ai-data,High,SA:02,,90,,N,
GenAI Security: Architecture,Store models in private containers or blob storage with Key Vault integration and Private Endpoints.,https://learn.microsoft.com/azure/ai-foundry/how-to/data-add,High,SA:02,,90,,N,
GenAI Security: Architecture,"Replace static API keys with Microsoft Entra ID authentication for all AI services and endpoints to enable centralized identity management, stronger security policies, and reduced credential exposure.",https://learn.microsoft.com/ai-services/authentication#authenticate-with-microsoft-entra-id,High,SA:03,,80,,N,
GenAI Security: Architecture,Maintain a centralized AI asset inventory and ensure it is automatically updated as new AI assets are created or modified.,https://learn.microsoft.com/azure/defender-for-cloud/ai-security-posture,High,SA:04,,80,,N,
GenAI Security: Architecture,Enforce Azure RBAC and Monitor logs for all model and data repositories.,https://learn.microsoft.com/azure/ai-foundry/concepts/rbac-azure-ai-foundry,High,SA:02,,80,,N,
GenAI Security: Architecture,"Add human-in-the-loop approvals using Logic Apps, Power Automate, or Azure Functions for oversight.",https://learn.microsoft.com/power-automate/get-started-approvals,High,SA:01,,80,,N,
GenAI Security: Architecture,Enable Defender for Cloud AI Protection Plan for model and data anomaly detection.,https://learn.microsoft.com/azure/defender-for-cloud/ai-threat-protection,High,SA:02,,80,,N,
GenAI Security: Architecture,"Enable multifactor authentication for all users and apply privileged access management to limit administrative permissions to approved, time-bound access only.",https://learn.microsoft.com/entra/identity/authentication/howto-mfa-getstarted,High,SA:03,,70,,N,
GenAI Security: Architecture,"Implement risk-based Conditional Access policies to restrict AI access based on sign-in risk, device compliance, location, and user context, and review policy effectiveness regularly.",https://learn.microsoft.com/entra/id-protection/howto-identity-protection-configure-risk-policies,High,SA:03,,70,,N,
GenAI Security: Architecture,"Use managed identities for all service-to-service interactions to eliminate stored credentials and ensure secure, automatically managed authentication between AI components.",https://learn.microsoft.com/entra/identity/managed-identities-azure-resources/overview,High,SA:03,,70,,N,
GenAI Security: Architecture,Establish recurring AI risk assessments to maintain visibility into new threats and system changes.,https://learn.microsoft.com/security/ai-red-team/ai-risk-assessment,High,SA:04,,70,,N,
GenAI Security: Architecture,"Store AI artifacts in private-endpoint-secured Blob Storage, enforce encryption, and apply strict access monitoring.",https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/secure#secure-ai-data,High,SA:04,,70,,N,
GenAI Security: Architecture,"Use managed identities, virtual networks, and Azure API Management to secure all communication between AI components.",https://learn.microsoft.comcloud-adoption-framework/scenarios/ai/secure#secure-ai-resources,High,SA:04,,70,,N,
GenAI Security: Architecture,Apply least-privilege principles using role-based access control so users and AI workloads receive only the permissions required for their specific responsibilities.,https://learn.microsoft.com/azure/role-based-access-control/overview,High,SA:03,,70,,N,
GenAI Security: Architecture,"Restrict external access to AI endpoints using strong authentication and monitoring controls, and capture access telemetry to detect misuse or unauthorized usage.",https://learn.microsoft.com/azure/api-management/azure-ai-foundry-api,Medium,SA:03,,60,,N,
GenAI Security: Architecture,Maintain and regularly validate an inventory of all AI agent identities to ensure every agent is governed by access policies and no unmanaged or shadow AI components exist.,https://learn.microsoft.com/defender-cloud-apps/ai-agent-inventory,Medium,SA:03,,60,,N,
GenAI Security: Architecture,"Use centralized management tools to govern AI access, quotas, and resource usage consistently across all AI workloads and projects.",https://learn.microsoft.com/azure/ai-foundry/how-to/quota,Medium,SA:03,,60,,N,
GenAI Security: Architecture,Use Confidential Computing VMs and encryption at rest and in use for sensitive workloads.,https://learn.microsoft.com/azure/confidential-computing/overview-azure-products,Medium,SA:02,,50,,N,
GenAI Security: Architecture,"Use Purview, RBAC, and Private Link to enforce strict data boundaries for all AI data access.",https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/secure#secure-ai-data,Medium,SA:04,,50,,N,
GenAI Security: Architecture,"Use private endpoints, network security groups, and firewalls to restrict AI workload communication to approved network paths and prevent unauthorized data access.",https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/platform/networking#control-network-traffic,Medium,SA:04,,50,,N,
GenAI Security: Architecture,Reduce the AI attack surface by exposing only required services to the internet and using private connectivity for all internal APIs and data stores.,https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/platform/networking,Medium,SA:04,,50,,N,
GenAI Security: Architecture,Enable regular patching and image updates for all AI compute hosts to address known vulnerabilities and reduce the risk of system compromise.,https://learn.microsoft.com/azure/virtual-machines/automatic-vm-guest-patching,Medium,SA:04,,50,,N,
GenAI Security: Architecture,Apply Azure PaaS or IaaS security guidance specific to your AI deployment model.,https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/secure#secure-ai-resources,Medium,SA:04,,40,,N,
GenAI Security: Architecture,"Adopt an approved AI reference architecture to guide infrastructure, network, and security design decisions and ensure consistent application of security controls across the AI workload.",https://learn.microsoft.com/azure/cloud-adoption-framework/scenarios/ai/platform/architectures,Medium,SA:04,,40,,N,
GenAI Security: Architecture,"Deploy endpoint detection and protection on AI compute infrastructure to identify malware, suspicious behavior, and active attacks early.",https://learn.microsoft.com/azure/defender-for-cloud/tutorial-enable-servers-plan,Medium,SA:04,,40,,N,
GenAI Security: Risk Management and Compliance,"Maintain continuous drift and performance monitoring for AI models and periodically validate thresholds, alerts, and response procedures.",https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-logging-threat-detection,High,RC:04,,0,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement foundational data protection controls for AI workloads by classifying data, restricting access, and preventing sensitive data exposure in training and outputs. ",https://learn.microsoft.com/en-us/purview/dlp-overview,High,RC:02,,100,,N,
GenAI Security: Risk Management and Compliance,"Immediately establish foundational AI governance by defining and documenting roles and responsibilities for AI oversight, security, compliance, and lifecycle management. ",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ai-agents/responsible-ai-across-organization,High,RC:01,,100,,N,
GenAI Security: Risk Management and Compliance,"Immediately adopt the NIST AI RMF Map function to identify and categorize AI-unique risks such as model misuse, data leakage, adversarial manipulation, and drift. ",https://airc.nist.gov/airmf-resources/playbook/,High,RC:01,,100,,N,
GenAI Security: Risk Management and Compliance,"Immediately establish foundational AI lifecycle governance by defining policies for each lifecycle stage and assigning accountability. ",https://airc.nist.gov/airmf-resources/playbook/govern/#govern-3-1,High,RC:01,,100,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement foundational AI risk assessments using the NIST AI Risk Management Framework to identify and evaluate AI-specific risks. ",https://airc.nist.gov/airmf-resources/playbook/manage/#manage-4-2,High,RC:01,,100,,N,
GenAI Security: Risk Management and Compliance,"Immediately establish baseline AI security alignment by adopting Microsoft AI Security Guidance and using the Microsoft Cloud Security Benchmark as the minimum security control framework. ",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/ai/govern,High,RC:01,,100,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement identity-based access control for AI workloads using Microsoft Entra ID and Azure RBAC. ",https://learn.microsoft.com/en-us/entra/identity/role-based-access-control/delegate-by-task,High,RC:03,,95,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement foundational data governance for AI by identifying data sources, documenting data flows, and introducing basic quality validation. ",https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-artificial-intelligence-security#ai-1.1,High,RC:02,,95,,N,
GenAI Security: Risk Management and Compliance,"Define a formal AI risk assessment process with standardized criteria, documentation requirements, and ownership. ",https://airc.nist.gov/airmf-resources/playbook/manage/#Manage%201.1,High,RC:01,,95,,N,
GenAI Security: Risk Management and Compliance,"Formalize alignment by explicitly mapping AI security controls to Microsoft AI Security Guidance and the Microsoft Cloud Security Benchmark. ",https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-artificial-intelligence-security,High,RC:01,,90,,N,
GenAI Security: Risk Management and Compliance,"Formally document AI governance roles and assign ownership for AI-specific risks and lifecycle stages. ",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/ai/govern,High,RC:01,,90,,N,
GenAI Security: Risk Management and Compliance,"Formally document AI-specific risks, assign ownership, and establish an initial AI risk inventory. Use Microsoft Cloud Security Benchmark domains as the structural baseline.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/ai/govern,High,RC:01,,90,,N,
GenAI Security: Risk Management and Compliance,"Define baseline AI lifecycle policies that address design, validation, deployment, monitoring, and retirement. ",https://learn.microsoft.comOverview of Responsible AI practices for Azure OpenAI in Foundry Models - Microsoft Foundry | Microsoft Learn,High,RC:01,,90,,N,
GenAI Security: Risk Management and Compliance,"Immediately establish AI-specific data lifecycle policies defining retention limits, minimization requirements, and disposal processes. ",https://airc.nist.gov/airmf-resources/playbook/govern/#govern-1-6,High,RC:02,,90,,N,
GenAI Security: Risk Management and Compliance,"Immediately create a centralized inventory of AI assets, including models, data, code, and endpoints. ",https://airc.nist.gov/airmf-resources/playbook/govern/#govern-1-6,High,RC:02,,90,,N,
GenAI Security: Risk Management and Compliance,"Introduce baseline automated controls to identify and restrict sensitive data in AI training, inference, and outputs. Begin with data classification and access controls aligned to Microsoft Cloud Security Benchmark data protection guidance.",https://learn.microsoft.com/en-us/purview/sensitivity-labels-overview,High,RC:02,,90,,N,
GenAI Security: Risk Management and Compliance,"Establish centralized identity-based access control for AI assets and eliminate shared credentials. ",https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-identity-management,High,RC:03,,90,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement foundational change control for AI workloads by introducing versioning, approval gates, and rollback procedures. ",https://learn.microsoft.com/en-us/azure/ai-foundry/control-plane/overview?view=foundry,High,RC:03,,85,,N,
GenAI Security: Risk Management and Compliance,"Immediately establish foundational MLOps/AIOps security and governance by defining controlled pipelines, access restrictions, and approval processes.",https://learn.microsoft.com/en-us/azure/azure-monitor/aiops/aiops-machine-learning,High,RC:03,,85,,N,
GenAI Security: Risk Management and Compliance,"Establish a recurring AI risk assessment cadence and define reassessment triggers (for example, model updates, data changes, drift detection, or regulatory changes). ",https://airc.nist.gov/airmf-resources/playbook/measure/,High,RC:01,,85,,N,
GenAI Security: Risk Management and Compliance,Immediately apply baseline security hardening to AI infrastructure using Microsoft Cloud Security Benchmark guidance. Enable security posture monitoring to identify and remediate critical misconfigurations and establish ongoing validation processes.,https://learn.microsoft.com/en-us/azure/defender-for-cloud/secure-score-security-controls,High,RC:03,,85,,N,
GenAI Security: Risk Management and Compliance,"Establish baseline data lineage documentation and assign ownership for AI datasets. Begin tracking data sources, transformations, and quality indicators using Microsoft Cloud Security Benchmark data governance principles as the structural foundation.",https://learn.microsoft.com/en-us/purview/data-governance-overview,High,RC:02,,85,,N,
GenAI Security: Risk Management and Compliance,Standardize AI risk categories using NIST AI RMF risk definitions and formally map each category to Microsoft Cloud Security Benchmark domains.,https://airc.nist.gov/airmf-resources/playbook/map/,High,RC:01,,80,,N,
GenAI Security: Risk Management and Compliance,"Standardize and enforce AI lifecycle policies across all teams and AI workloads. ",https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/manage-foundation-models-lifecycle,High,RC:01,,80,,N,
GenAI Security: Risk Management and Compliance,"Establish a baseline AI asset inventory by identifying all existing AI models, datasets, pipelines, and endpoints. ",https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-asset-management,High,RC:02,,80,,N,
GenAI Security: Risk Management and Compliance,Perform a structured gap assessment against Microsoft AI Security Guidance and the Microsoft Cloud Security Benchmark. Prioritize remediation in high-risk domains and integrate benchmark alignment into ongoing governance and risk management processes.,https://learn.microsoft.com/en-us/security/benchmark/azure/overview,High,RC:01,,80,,N,
GenAI Security: Risk Management and Compliance,"Define baseline data lifecycle requirements for AI workloads, including retention periods, minimization criteria, and disposal processes. ",https://learn.microsoft.com/en-us/purview/dspm-for-ai?tabs=m365,High,RC:02,,80,,N,
GenAI Security: Risk Management and Compliance,"Clarify and standardize AI governance roles by defining a formal responsibility model (such as RACI) that covers governance, security, compliance, and lifecycle management. ",https://airc.nist.gov/airmf-resources/playbook/govern/#govern-2-1,High,RC:01,,80,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement a third-party AI risk assessment process that evaluates security, privacy, and AI-specific risks before adoption. Use Microsoft Cloud Security Benchmark governance guidance and NIST AI RMF risk management principles as the baseline.",https://airc.nist.gov/airmf-resources/playbook/govern/#govern-6-2,High,RC:03,,80,,N,
GenAI Security: Risk Management and Compliance,Immediately introduce foundational adversarial testing for AI models by identifying relevant threat scenarios and testing for common attack classes.,https://devblogs.microsoft.com/foundry/assess-agentic-risks-with-the-ai-red-teaming-agent-in-microsoft-foundry/,High,RC:03,,80,,N,
GenAI Security: Risk Management and Compliance,"Standardize access control policies for all AI assets using Microsoft Entra ID and Azure role-based access control. Reduce standing privileges, enforce consistent access reviews, and expand monitoring coverage for AI-specific access events.",https://learn.microsoft.com/en-us/entra/identity/role-based-access-control/best-practices,High,RC:03,,80,,N,
GenAI Security: Risk Management and Compliance,"Expand and standardize data protection controls for AI workloads. Apply consistent data classification, filtering, and output monitoring using Microsoft data governance and security tooling, and validate enforcement across all AI environments.",https://learn.microsoft.com/en-us/purview/data-governance-overview,High,RC:02,,80,,N,
GenAI Security: Risk Management and Compliance,Define baseline security configurations for AI infrastructure and formally adopt the Microsoft Cloud Security Benchmark as the standard for hardening. Introduce routine configuration reviews and begin tracking compliance with benchmark requirements.,https://learn.microsoft.com/en-us/security/benchmark/azure/overview,High,RC:03,,75,,N,
GenAI Security: Risk Management and Compliance,Expand data lineage and provenance tracking to cover all AI training and inference data. Standardize data quality checks and integrate lineage tracking into data pipelines using Microsoft-supported data governance tooling.,https://learn.microsoft.com/en-us/purview/data-gov-classic-lineage,High,RC:02,,75,,N,
GenAI Security: Risk Management and Compliance,"Define baseline security and governance requirements for AI pipelines, including access control, logging, and artifact management. ",https://learn.microsoft.com/en-us/azure/architecture/ai-ml/guide/genaiops-for-mlops,High,RC:03,,75,,N,
GenAI Security: Risk Management and Compliance,"Define baseline change control requirements for AI models and artifacts, including versioning, approvals, and rollback expectations. Begin applying controls to high-risk AI workloads.",https://learn.microsoft.com/en-us/azure/ai-foundry/foundry-models/how-to/configure-deployment-policies?view=foundry-classic,High,RC:03,,75,,N,
GenAI Security: Risk Management and Compliance,"Standardize enforcement of AI data lifecycle policies across all AI workloads. ",https://learn.microsoft.com/en-us/purview/data-lifecycle-management,High,RC:02,,70,,N,
GenAI Security: Risk Management and Compliance,Define baseline adversarial testing requirements for AI models and begin testing high-impact use cases.,https://airc.nist.gov/airmf-resources/playbook/measure/#measure-2-7,High,RC:03,,70,,N,
GenAI Security: Risk Management and Compliance,"Expand the AI asset inventory to include all relevant asset types and standardize classification criteria. ",https://learn.microsoft.com/en-us/security/security-for-ai/discover,High,RC:02,,70,,N,
GenAI Security: Risk Management and Compliance,Establish baseline third-party AI risk assessment criteria and require evaluations prior to adoption.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/ai/govern,High,RC:03,,70,,N,
GenAI Security: Risk Management and Compliance,Standardize security hardening across all AI infrastructure components using Microsoft Cloud Security Benchmark guidance.,https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-ai-foundry-security-baseline,Medium,RC:03,,65,,N,
GenAI Security: Risk Management and Compliance,"Standardize and strengthen security controls across all MLOps/AIOps pipelines. Automate approval gates, artifact validation, and align pipeline security with Microsoft Cloud Security Benchmark DevOps and application security guidance.",https://learn.microsoft.com/en-us/azure/well-architected/ai/mlops-genaiops,Medium,RC:03,,65,,N,
GenAI Security: Risk Management and Compliance,"Standardize versioning and approval requirements across all AI artifacts, including prompts, configurations, and data references. Formalize rollback testing and integrate change control checks into MLOps pipelines.",https://learn.microsoft.com/en-us/azure/ai-foundry/how-to/built-in-policy-model-deployment?view=foundry-classic,Medium,RC:03,,65,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement foundational monitoring for AI models by defining performance and drift metrics, enabling telemetry, and establishing response procedures.",https://learn.microsoft.com/en-us/azure/ai-foundry/how-to/monitor-model-performance,Medium,RC:04,,60,,N,
GenAI Security: Risk Management and Compliance,"Immediately implement foundational logging and monitoring for AI workloads by enabling telemetry for model activity, access events, and security signals.",https://airc.nist.gov/airmf-resources/playbook/measure/#measure-4-1,Medium,RC:04,,60,,N,
GenAI Security: Risk Management and Compliance,Expand adversarial testing to cover all high-risk AI models and repeat testing on a defined cadence or after material changes.,https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-devop-security#ds-1,Medium,RC:03,,60,,N,
GenAI Security: Risk Management and Compliance,"Expand third-party evaluation criteria to explicitly address AI-specific risks such as model behavior, data usage, and supply-chain dependencies.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/ai/govern#document-ai-governance-policies,Medium,RC:03,,60,,N,
GenAI Security: Risk Management and Compliance,"Immediately establish foundational AI incident response capabilities by identifying AI-specific threat scenarios, defining response and recovery procedures, and aligning them with Microsoft Cloud Security Benchmark incident response",https://airc.nist.gov/airmf-resources/playbook/manage/#manage-4-1,Medium,RC:04,,60,,N,
GenAI Security: Risk Management and Compliance,Define baseline logging requirements for AI workloads and enable telemetry for critical events.,https://learn.microsoft.com,Medium,RC:04,,55,,N,
GenAI Security: Risk Management and Compliance,Define baseline drift and performance metrics for AI models and begin systematic monitoring for high-risk use cases.,https://airc.nist.gov/airmf-resources/playbook/measure/#measure-1-2,Medium,RC:04,,50,,N,
GenAI Security: Risk Management and Compliance,"Define baseline AI incident response procedures, including detection triggers, response roles, and recovery actions. ",https://learn.microsoft.com/en-us/security/operations/incident-response-playbooks,Medium,RC:04,,50,,N,
GenAI Security: Risk Management and Compliance,Immediately introduce foundational explainability practices by adopting interpretability tools and documenting AI decision logic.,https://airc.nist.gov/airmf-resources/playbook/measure/#measure-4-2,Medium,RC:04,,50,,N,
GenAI Security: Risk Management and Compliance,"Enhance monitoring by integrating AI telemetry into centralized security analytics platforms and defining alerting for abnormal behavior, access anomalies, and drift indicators.",https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-artificial-intelligence-security#ai-6,Medium,RC:04,,45,,N,
GenAI Security: Risk Management and Compliance,Define baseline explainability requirements for AI workloads and begin applying interpretability tools to priority models. Use Microsoft Responsible AI principles and NIST AI RMF guidance to establish minimum transparency expectations.,https://learn.microsoft.comTransparency Note for Azure OpenAI in Microsoft Foundry Models - Microsoft Foundry | Microsoft Learn,Medium,RC:04,,40,,N,
GenAI Security: Risk Management and Compliance,"Extend existing incident response processes to explicitly address AI-specific threats such as prompt injection, model tampering, and data exfiltration. Align response workflows to Microsoft Cloud Security Benchmark incident response guidance and NIST AI RMF risk management practices.",https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-v2-artificial-intelligence-security#ai-6,Medium,RC:04,,40,,N,
GenAI Security: Risk Management and Compliance,Expand drift monitoring to include automated detection and alerting for critical AI workloads.,https://learn.microsoft.com/en-us/azure/azure-monitor/ai-insights-overview,Medium,RC:04,,40,,N,
GenAI Security: Risk Management and Compliance,"Expand explainability requirements to all high-impact or regulated AI workloads. Standardize how explainability outputs are generated, documented, and reviewed, and align practices to Microsoft Responsible AI guidance and organizational compliance needs.",https://learn.microsoft.com/en-us/azure/machine-learning/concept-responsible-ai-dashboard?view=azureml-api-2,Low,RC:04,,30,,N,
GenAI Security: Agents Security,"Use Microsoft Purview DSPM (for AI) to discover agents, assess oversharing risk, and apply preconfigured protections (labels/DLP/audit) for AI interactions.",https://learn.microsoft.com/purview/dspm-for-ai?tabs=m365,High,AG:01,,100,,N,
GenAI Security: Agents Security,Enable Azure AI Content Safety and set an evaluation gate to block jailbreak/injection patterns before tools or data are invoked.,https://learn.microsoft.com/azure/ai-services/content-safety/quickstart-text?tabs=visual-studio%2Cwindows&pivots=programming-language-foundry-portal,High,AG:03,,100,,N,
GenAI Security: Agents Security,"Use Microsoft Purview Data Lifecycle Management to enforce retention/deletion rules for stored interaction artifacts (“agent memory” stores, summaries, logs) so unverified/stale content doesn’t persist and re-influence future decisions.",https://learn.microsoft.com/en-us/purview/get-started-with-data-lifecycle-management,High,AG:03,,90,,N,
